pk,title,overview,release_date,poster_path
285,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",2015-04-22,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg
286,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,2006-07-06,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
287,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",1994-06-23,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
288,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",2021-09-01,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg
289,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-01,/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg
290,On a Wing and a Prayer,"After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.",2023-04-06,/8GTJwaC2CeNa0Zg6QrPLwrfurpZ.jpg
291,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",1993-09-14,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg
292,The Seven Deadly Sins: Cursed by Light,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",2021-07-02,/k0ThmZQl5nHe4JefC2bXjqtgYp0.jpg
293,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg
294,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",2022-04-28,/4Q1n3TwieoULnuaztu9aFjqHDTI.jpg
295,Paradise City,Renegade bounty hunter Ryan Swan must carve his way through the Hawaiian crime world to wreak vengeance on the kingpin who murdered his father.,2022-11-11,/cpv6n4IK26IbSlSXH1v3JkCAjEV.jpg
296,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
297,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-10-30,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
298,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",2022-03-30,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg
299,Ghosts of the Ozarks,"In 1866, a young doctor is summoned by his uncle to a remote town in the Ozarks only to discover upon his arrival that the utopian paradise is not all that it seems to be.",2022-02-04,/5KgBwcelQoxWgplfJhY46Urz3Cf.jpg
300,Sinner: The Secret Diary of a Nymphomaniac,"Linda comes to the big city in search of fun and excitement.  What she finds is exploitation and abuse at the hands of a succession of sleazy guys.  Searching for love, she enters into a lesbian relationship with a beautiful countess, discovers drugs and swingers' parties and starts acting in porno movies.  She also begins to write a secret diary... With a cast of some of the most stunning Euro actresses of the period, wall-to-wall sex and nudity, pot parties, porno shoots and a psychedelic soundtrack, this is a gem of 1970s exploitation cinema from Jess Franco.  Street scenes shot in Benidorm (Alicante, Spain) and Las Palmas (Gran Canaria, Spain).",1973-06-21,/2hSxkdZtDPlkn1Gy5cBYtqjzlnM.jpg
301,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",2023-04-27,/ixLxaRJrJZoN3pg6tc2RAsheYmV.jpg
302,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",2007-06-28,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg
303,Project Wolf Hunting,"While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.",2022-09-21,/dniWicB6fa7NvpGbguxWlNPMc5f.jpg
304,The Passion of the Christ,A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,2004-02-25,/v9f9MMrq2nGQrN7cHnQRmEq9lSE.jpg
305,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",2021-07-02,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg
306,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",2020-11-25,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
307,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,2021-08-09,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg
308,Howl's Moving Castle,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",2004-09-09,/yeJ5Nj1k2NA0bBZjkZ10PvQKjTD.jpg
309,Secret Headquarters,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",2022-08-12,/1vWUX8n6sZ1P0BFpfzwtMgIPdfj.jpg
310,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",2014-06-26,/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg
311,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",2019-04-11,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
312,Champions,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,2023-03-09,/yVgtsoXyTZBww7SWE4JE1U4Wcel.jpg
313,The Last: Naruto the Movie,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",2014-12-06,/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg
314,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",2021-11-24,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg
315,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,2015-11-14,/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg
316,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",2017-06-15,/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg
317,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",2021-07-28,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg
318,Dog,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,2022-02-17,/zHQy4h36WwuCetKS7C3wcT1hkgA.jpg
319,Kings of Mulberry Street: Let Love Reign,What if the only way Ticky and Baboo can save Granny Chetty from the clutches of the fallen Commander Veerasamy is by pretending to be celebrities from Bollywood?,2023-04-07,/eM5e77LUC3X6K6Fy5sxGNvTv63w.jpg
320,The Last Client,Renowned psychologist Susanne (Signe Egholm Olsen) is caught in a living nightmare when her new client (Anton Hjejle) turns out to be a wanted serial killer.,2022-06-20,/oUhZzMpHAMgdRgLbsvBIqhY7fKe.jpg
321,Crawlspace,"After witnessing a brutal murder in a cabin, a man hides in a crawlspace while the killers scour the property for a hidden fortune. As they draw nearer, he must decide if the crawlspace will be his tomb or the battleground in his fight for survival.",2022-03-31,/yZVByCjWvKdSWcYLacoFmnOoSpm.jpg
322,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",2013-07-11,/5vLeJchL3zosBj10CJP1h54xyBs.jpg
323,Teasing Master Takagi-san: The Movie,"Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Hana. They decide to take care of the kitten themselves until they can find its mother.",2022-06-10,/kGyya4tD6mDCGjfoK9lktDkLxvy.jpg
324,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",2017-04-12,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg
325,The Evil Dead,"In 1979, a group of college students find a Sumerian Book of the Dead in an old cabin they've rented for a weekend getaway.",1981-09-10,/uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg
326,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",2013-12-25,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg
327,Emergency Declaration,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",2022-08-03,/hxxtBWo50hwD37Q5cLEzaSDVyKZ.jpg
328,Laid-Back Camp The Movie,"Your favorite cozy camping anime returns with a movie as the former members of the Outdoors Club get together again, this time to build a campsite! Reunite with Nadeshiko, Rin, Chiaki, Aoi, and Ena as they gather around the campfire once more with good food and good company.",2022-07-01,/pgffCA82hmBhavW23nbipzsmYf5.jpg
329,Superfast!,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant, at crazy speeds.",2015-03-05,/iuIWl90qCpoxv6g775JB6Kg0m86.jpg
330,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",2022-02-24,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg
331,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",2018-07-04,/2mnK5VtjzYRWvQB1zLhZWtAJwzk.jpg
332,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",1950-02-22,/avz6S9HYWs4O8Oe4PenBFNX4uDi.jpg
333,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
334,Sword Art Online the Movie -Progressive- Aria of a Starless Night,"One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...",2021-10-30,/yD9RhgIVydQNBK7OLEbCWYcWMUd.jpg
335,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01,/wurKlC3VKUgcfsn0K51MJYEleS2.jpg
336,Stories Not to be Told,"Five tales of human vulnerability and the hilarious, painful, and awkward curveballs life throws us.",2022-11-25,/mgtY6k7fr7rkcBnLt9vek6MYELQ.jpg
337,The Girl from the Other Side,"Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land, inhabited by eerie beings, the carriers of curse. One day, on the border to the inner land inhabited by humans, one such being finds a girl on heaps of abandoned dead bodies. The girl says her name is Shiva and shows affection to the ""being"" who found her, calling him ""Teacher.""  This is a story of two people—one human, one inhuman—who linger in the hazy twilight that separates night from day.",2022-03-10,/pxetgBMAyDg8dorRApnHPKvD74g.jpg
338,The Invitation,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",2022-08-24,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg
339,Enola Holmes 2,"Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.",2022-11-04,/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg
340,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013-07-18,/wVYREutTvI2tmxr6ujrHT704wGF.jpg
341,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,2020-09-02,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg
342,"Miraculous World: New York, United HeroeZ",Teen Parisian superheroes Ladybug and Chat Noir visit New York on a field trip and discover that superheroes exist in the United States too.,2020-12-18,/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg
343,Monster High: The Movie,"Clawdeen Wolf, half human and half werewolf, has recently started attending Monster High, a school for monsters in all forms. After quickly befriending her classmates Frankie Stein and Draculaura, Clawdeen feels like she has finally found a place where she can truly be herself, or so she thinks. Soon, a devious plan to destroy Monster High threatens to reveal her real identity and Clawdeen must learn to embrace her true monster heart before it's too late.",2022-10-06,/tn3GWm0Erehkpur8PUuYWxGpul5.jpg
344,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",2011-09-28,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg
345,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",2014-09-10,/ode14q7WtDugFDp78fo9lCsmay9.jpg
346,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",2020-11-27,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg
347,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives. Hilarity ensues.",2022-03-17,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg
348,Adrenaline,A female FBI agent holidaying in Eastern Europe with her family gets her life upside down when her daughter is kidnapped. She has to team up with a criminal on the run to save her daughter before time runs out.,2022-12-15,/qVzRt8c2v4gGBYsnaflXVVeQ9Lh.jpg
349,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",2016-02-09,/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg
350,The Bad Guys,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",2022-03-17,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg
351,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",2008-11-20,/60IEwC4FaHSRpVEAM6iNpXZ5oSA.jpg
352,Four's a Crowd,"Julián, a divorced man with financial problems, uses a cell phone application to share his car with strangers.",2022-10-28,/deOu3LDIbWtipp8vjCaszKz22LZ.jpg
353,Broker,"Sang-hyeon is always struggling from debt, and Dong-soo works at a baby box facility. On a rainy night, they steal the baby Woo-sung, who was left in the baby box, to sell him at a good price. Meanwhile, detectives were watching, and they quietly track them down to capture the crucial evidence.",2022-06-08,/ulGCgWnidH9LJTRL9rMV23cLtQb.jpg
354,Tinker Bell and the Pirate Fairy,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",2014-02-13,/qZLBe9Z8Y6WSDVqbqTQJUf8V1mp.jpg
355,Boruto: Naruto the Movie,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",2015-08-07,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg
356,Arctic Void,"When the power mysteriously fails, and almost everyone vanishes from a small tourist vessel in the Arctic, fear becomes the master for the three who remain. Forced ashore, the men deteriorate in body and mind until a dark truth emerges that compels them to ally or perish.",2022-01-14,/2OkdcVn1wIgRA4zo8tTbn7NNDUT.jpg
357,Lost Bullet 2,"Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.",2022-11-10,/uAeZI1JJbLPq7Bu5dziH7emHeu7.jpg
358,The Independent,"It's the final weeks of the most consequential presidential election in history. America is poised to elect either its first female president or its first viable independent candidate. Reporting history as it's made, an idealistic young journalist teams up with her idol, legendary journalist Nick Booker, to uncover a conspiracy that places the fate of the election, and the country, in their hands.",2022-11-02,/jhlc1nsD8nnnGymEFaZ0twMH6M6.jpg
359,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",2021-04-22,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg
360,Pinocchio,A wooden puppet embarks on a thrilling adventure to become a real boy.,2022-09-07,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg
361,Ip Man: The Awakening,"When a young Master Ip stops a kidnapping, he ignites a turf war with a ruthless human trafficking ring. In retaliation, the gang kidnaps one of Ip Man’s close friends, forcing him to face the group’s brutal boxing champion head-on.",2023-03-24,/A7vhdyGrpPMKXsuFBZzxmave94F.jpg
362,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",2021-05-21,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg
363,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",2020-02-12,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg
364,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",1998-06-18,/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
365,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",2005-07-13,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg
366,Lesson Plan,"After a teacher dies, his best friend — a former cop — takes a job at the school where he worked to confront the gang he thinks was responsible.",2022-11-23,/wawP3mOUeRBrAtnbPwWK5eFaMdV.jpg
367,Ride Above,"Growing up among horses at her parents' stud farm, Zoé dreams of becoming a jockey and forms a deep bond with a young horse. A terrible accident threatens to end their racing careers, but they fight to reach victory together.",2022-12-21,/72fFTkshYG2UNuAbT4dstbRIEmt.jpg
368,There's Something Wrong with the Children,"Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",2023-01-17,/e49Sr3Lxfk2psYhv1SzQjs7MeGo.jpg
369,Last Seen Alive,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",2022-05-19,/qvqyDj34Uivokf4qIvK4bH0m0qF.jpg
370,The Guardians of the Galaxy Holiday Special,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",2022-11-25,/8dqXyslZ2hv49Oiob9UjlGSHSTR.jpg
371,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",2016-02-11,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg
372,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",2010-04-28,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg
373,My Teacher Ate My Friend,"Tomás, an 11-year-old boy living in his own fantasy world, must use his vast monster knowledge to fight against his new English teacher: a wicked woman who is, in fact, a child-eating monster.",2023-03-29,/5MiVG39r82aYUAtvs3bTycmbewJ.jpg
374,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",2022-07-20,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg
375,Dragon Knight,"Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",2022-03-21,/zkGFADykBtfPfTv7YJooxTH52ph.jpg
376,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",2021-03-03,/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg
377,Dragon Ball Z: Broly – The Legendary Super Saiyan,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",1993-03-06,/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg
378,Groot's First Steps,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.",2022-08-10,/1ifiV9ZJD4tC3tRYcnLIzH0meaB.jpg
